"fecha";"cod_producto";"precio";"cod_punto_venta"
2021-03-09;"A";0,954524783992724;"cod_pv_1380"
2019-09-16;"A";0,503865393360619;"cod_pv_7268"
2022-05-16;"A";0,777171441564347;"cod_pv_5803"
2022-04-04;"A";0,636198271941792;"cod_pv_4454"
2019-11-05;"A";0,531150522964984;"cod_pv_7268"
2021-06-09;"A";0,818099135970896;"cod_pv_36"
2021-02-21;"A";0,822646657571623;"cod_pv_36"
2020-01-07;"A";0,547521600727603;"cod_pv_7268"
2020-08-16;"A";0,645293315143247;"cod_pv_1380"
2020-05-15;"A";0,586175534333788;"cod_pv_5803"
2021-12-17;"A";0,740791268758527;"cod_pv_2574"
2022-01-27;"A";0,618008185538881;"cod_pv_36"
2021-12-24;"A";0,736243747157799;"cod_pv_2574"
2020-08-01;"A";0,645293315143247;"cod_pv_1380"
2019-12-02;"A";0,554342883128695;"cod_pv_1380"
2020-05-04;"A";0,595270577535243;"cod_pv_5803"
2021-04-29;"A";0,877216916780355;"cod_pv_2574"
2022-04-03;"A";0,631650750341064;"cod_pv_4454"
2020-03-12;"A";0,581628012733061;"cod_pv_5803"
2021-03-23;"A";0,968167348794907;"cod_pv_2574"
2019-09-08;"A";0,499317871759891;"cod_pv_7268"
2019-12-18;"A";0,558890404729423;"cod_pv_5803"
2020-12-16;"A";0,870850386539336;"cod_pv_7268"
2019-08-03;"A";0,486130059117781;"cod_pv_1380"
2020-06-21;"A";0,599818099135971;"cod_pv_1380"
2020-12-30;"A";0,836289222373806;"cod_pv_1380"
2021-03-29;"A";0,943610732150978;"cod_pv_2574"
2021-01-30;"A";0,90450204638472;"cod_pv_5803"
2019-12-28;"A";0,547521600727603;"cod_pv_7268"
2021-01-15;"A";0,88631195998181;"cod_pv_5803"
2021-03-28;"A";0,954524783992724;"cod_pv_7268"
2020-03-13;"A";0,581628012733061;"cod_pv_2574"
2019-03-31;"A";0,440654843110505;"cod_pv_36"
2020-09-27;"A";0,640745793542519;"cod_pv_5803"
2020-03-16;"A";0,522510231923602;"cod_pv_36"
2019-09-21;"A";0,513415188722146;"cod_pv_2574"
2019-09-05;"A";0,513415188722146;"cod_pv_2574"
2021-01-23;"A";0,8681218735789;"cod_pv_1380"
2019-11-06;"A";0,481582537517053;"cod_pv_36"
2019-04-12;"A";0,445202364711232;"cod_pv_36"
2020-09-19;"A";0,577080491132333;"cod_pv_36"
2019-03-12;"A";0,483856298317417;"cod_pv_7268"
2021-07-10;"A";0,890859481582538;"cod_pv_36"
2021-12-15;"A";0,65893587994543;"cod_pv_36"
2019-03-15;"A";0,490222828558436;"cod_pv_7268"
2019-08-28;"A";0,490222828558436;"cod_pv_7268"
2022-06-02;"A";0,799909049567985;"cod_pv_5803"
2021-09-27;"A";0,793542519326967;"cod_pv_7268"
2019-12-24;"A";0,547521600727603;"cod_pv_7268"
2020-11-23;"A";0,672578444747613;"cod_pv_36"
2020-12-19;"A";0,881764438381082;"cod_pv_5803"
2022-01-05;"A";0,727148703956344;"cod_pv_1380"
2020-09-19;"A";0,627103228740337;"cod_pv_1380"
2019-12-15;"A";0,552069122328331;"cod_pv_7268"
2021-08-15;"A";0,863574351978172;"cod_pv_2574"
2019-12-25;"A";0,499772623919964;"cod_pv_36"
2020-11-17;"A";0,654388358344702;"cod_pv_36"
2019-11-13;"A";0,540700318326512;"cod_pv_1380"
2022-06-28;"A";0,802637562528422;"cod_pv_7268"
2021-12-18;"A";0,727148703956344;"cod_pv_1380"
2020-12-14;"A";0,849931787175989;"cod_pv_7268"
2022-06-26;"A";0,804456571168713;"cod_pv_5803"
2020-07-17;"A";0,636198271941792;"cod_pv_1380"
2019-10-15;"A";0,46793997271487;"cod_pv_36"
